"VEHICLE: CARGO VAN, SPRINTER, CUBE VAN, STRAIGHT TRUCK, TRACTOR",DISTANCE: Miles,"PICKUP STATE: eg - TX, MI","DESTINATION STATE: eg - WI, IL","PICKUP CITY: eg - LAREDO, DALLAS","DESTINATION CITY: eg - HOPKINSVILLE, DALLAS",PICKUP DATE: dd-mm-yyyy,DELIVERY DATE: dd-mm-yyyy,Enter Your Bid Price
CUBE VAN,1065,TX,GA,LAREDO,WEST POINT,04-03-2022,08-03-2022,0
STRAIGHT TRUCK,1744,MI,TX,EAST TAWAS,LAREDO,04-03-2022,07-03-2022,0
STRAIGHT TRUCK,1618,TX,MI,LAREDO,HIGHLAND PARK,04-03-2022,07-03-2022,0
STRAIGHT TRUCK,1526,TX,MI,LAREDO,BATTLE CREEK,04-03-2022,07-03-2022,0
STRAIGHT TRUCK,1330,IL,TX,BOLINGBROOK,LAREDO,04-03-2022,06-03-2022,0
TRACTOR,2016,OH,GJ,URBANA,ROMITA,04-03-2022,10-03-2022,0
SPRINTER,1465,CA,TX,ONTARIO,LAREDO,04-03-2022,07-03-2022,0
CARGO VAN,1366,IN,TX,FRANKFORT,LAREDO,04-03-2022,07-03-2022,0
TRACTOR,2030,OH,QA,URBANA,QUERÉTARO,04-03-2022,11-03-2022,0
TRACTOR,1892,IN,QA,SPEEDWAY,CORREGIDORA,04-03-2022,10-03-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,04-03-2022,08-03-2022,0
CARGO VAN,1815,IL,AG,MOKENA,SAN FRANCISCO DE LOS ROMO,04-03-2022,09-03-2022,0
STRAIGHT TRUCK,2176,NC,DG,NEW BERN,NUEVO IDEAL,04-03-2022,10-03-2022,0
SPRINTER,367,OH,KY,SALEM,LOUISVILLE,04-03-2022,04-03-2022,0
CUBE VAN,1294,KY,TX,HARRODSBURG,LAREDO,04-03-2022,07-03-2022,0
CARGO VAN,1128,TN,TX,PORTLAND,LAREDO,04-03-2022,07-03-2022,0
SPRINTER,2090,SL,MI,SAN LUIS POTOSÍ,SAINT CLAIR SHORES,04-03-2022,07-03-2022,0
SPRINTER,1621,MI,TX,SOUTHFIELD,LAREDO,04-03-2022,06-03-2022,0
STRAIGHT TRUCK,1736,NX,MI,APODACA,BROWNSTOWN,04-03-2022,07-03-2022,0
TRACTOR,2010,MI,AG,VICKSBURG,PARQUE INDUSTRIAL FINSA AGUASCALIENTES,04-03-2022,07-03-2022,0
SPRINTER,1720,TX,MI,EL PASO,DEARBORN,04-03-2022,05-03-2022,0
CUBE VAN,1363,SC,TX,CLOVER,LAREDO,04-03-2022,05-03-2022,0
CARGO VAN,1869,UT,ON,OGDEN,OAKVILLE,04-03-2022,07-03-2022,0
CARGO VAN,1092,TX,TN,LAREDO,SPRING HILL,03-03-2022,05-03-2022,0
SPRINTER,69,TN,TN,WATERTOWN,SPRINGFIELD,04-03-2022,04-03-2022,0
SPRINTER,957,AZ,TX,DOUGLAS,LAREDO,03-03-2022,04-03-2022,0
CARGO VAN,575,TX,QA,LAREDO,SANTA ROSA,03-03-2022,04-03-2022,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,03-03-2022,04-03-2022,0
CARGO VAN,554,GJ,TX,SILAO,LAREDO,03-03-2022,04-03-2022,0
TRACTOR,465,TX,SL,LAREDO,ZONA INDUSTRIAL,03-03-2022,04-03-2022,0
CUBE VAN,739,TX,TL,LAREDO,LA CIÉNEGA,02-03-2022,03-03-2022,0
CUBE VAN,1511,TX,NC,LAREDO,SANFORD,02-03-2022,04-03-2022,0
SPRINTER,378,MI,KY,GRAND RAPIDS,LOUISVILLE,02-03-2022,03-03-2022,0
TRACTOR,1614,TX,MI,LAREDO,DETROIT,02-03-2022,04-03-2022,0
CARGO VAN,1368,IL,TX,PARK FOREST,LAREDO,02-03-2022,04-03-2022,0
CARGO VAN,316,OH,KY,MEDINA,LOUISVILLE,02-03-2022,03-03-2022,0
TRACTOR,1527,MI,TX,BATTLE CREEK,LAREDO,02-03-2022,04-03-2022,0
CUBE VAN,556,TX,GJ,LAREDO,SILAO,02-03-2022,03-03-2022,0
TRACTOR,1516,MI,TX,ZEELAND,LAREDO,02-03-2022,04-03-2022,0
STRAIGHT TRUCK,1295,IN,TX,SCOTTSBURG,LAREDO,02-03-2022,04-03-2022,0
SPRINTER,367,TX,TX,HUMBLE,MCALLEN,02-03-2022,03-03-2022,0
CUBE VAN,1639,MI,TX,MOUNT CLEMENS,LAREDO,02-03-2022,04-03-2022,0
CARGO VAN,1527,MI,TX,BATTLE CREEK,LAREDO,02-03-2022,04-03-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,02-03-2022,04-03-2022,0
TRACTOR,1100,KY,TX,HOPKINSVILLE,LAREDO,02-03-2022,04-03-2022,0
TRACTOR,1456,MI,TX,SAINT JOSEPH,LAREDO,02-03-2022,04-03-2022,0
CARGO VAN,1128,TN,TX,PORTLAND,LAREDO,02-03-2022,04-03-2022,0
SPRINTER,1294,KY,TX,HARRODSBURG,LAREDO,02-03-2022,04-03-2022,0
STRAIGHT TRUCK,1532,MI,TX,BATTLE CREEK,LAREDO,02-03-2022,04-03-2022,0
TRACTOR,1349,KY,TX,FLORENCE,LAREDO,02-03-2022,04-03-2022,0
SPRINTER,1086,TX,IL,LAREDO,EDWARDSVILLE,01-03-2022,03-03-2022,0
SPRINTER,2169,TX,MA,LAREDO,MARLBOROUGH,01-03-2022,04-03-2022,0
STRAIGHT TRUCK,1606,TX,MI,LAREDO,PLYMOUTH,01-03-2022,03-03-2022,0
STRAIGHT TRUCK,1384,TX,KY,BROWNSVILLE,LOUISVILLE,01-03-2022,04-03-2022,0
CARGO VAN,1619,TX,MI,LAREDO,MOUNT PLEASANT,01-03-2022,03-03-2022,0
SPRINTER,187,CU,TX,RAMOS ARIZPE,LAREDO,01-03-2022,02-03-2022,0
CARGO VAN,1994,SL,MI,SAN LUIS POTOSÍ,KENTWOOD,01-03-2022,04-03-2022,0
CARGO VAN,1645,MI,TX,STERLING HEIGHTS,LAREDO,01-03-2022,03-03-2022,0
CARGO VAN,771,TN,ON,SMYRNA,MISSISSAUGA,01-03-2022,02-03-2022,0
STRAIGHT TRUCK,1612,OH,TX,CLEVELAND,LAREDO,01-03-2022,03-03-2022,0
TRACTOR,504,TN,MI,COOKEVILLE,MANCHESTER,01-03-2022,02-03-2022,0
STRAIGHT TRUCK,1537,TX,MI,LAREDO,MARSHALL,01-03-2022,03-03-2022,0
SPRINTER,1268,SC,TX,ANDERSON,LAREDO,01-03-2022,03-03-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,01-03-2022,03-03-2022,0
TRACTOR,693,TX,EM,LAREDO,TOLUCA,01-03-2022,04-03-2022,0
CUBE VAN,2292,MI,PU,WESTLAND,PUEBLA,01-03-2022,04-03-2022,0
CARGO VAN,1349,IL,TX,SAINT CHARLES,LAREDO,01-03-2022,03-03-2022,0
TRACTOR,2160,GJ,MI,SILAO,HOWELL,01-03-2022,04-03-2022,0
TRACTOR,1448,TX,OH,LAREDO,LONDON,28-02-2022,02-03-2022,0
TRACTOR,1153,KY,TX,BOWLING GREEN,LAREDO,28-02-2022,02-03-2022,0
CUBE VAN,1648,TX,MI,LAREDO,STERLING HEIGHTS,28-02-2022,03-03-2022,0
SPRINTER,1526,TX,MI,LAREDO,BATTLE CREEK,28-02-2022,02-03-2022,0
TRACTOR,1574,TN,SL,SPRING HILL,VILLA DE REYES,28-02-2022,04-03-2022,0
SPRINTER,706,TL,TX,TLAXCO,LAREDO,28-02-2022,01-03-2022,0
CUBE VAN,1762,NX,MI,ALMERÍA,REDFORD,28-02-2022,03-03-2022,0
TRACTOR,1618,TX,ON,LAREDO,WINDSOR,28-02-2022,03-03-2022,0
STRAIGHT TRUCK,1145,TM,SO,NUEVO LAREDO,LA LOMA,28-02-2022,02-03-2022,0
CUBE VAN,1034,AL,TX,AUBURN,LAREDO,28-02-2022,02-03-2022,0
SPRINTER,941,TX,IL,FORT WORTH,CHICAGO,28-02-2022,03-03-2022,0
SPRINTER,69,TN,KY,PORTLAND,HOPKINSVILLE,28-02-2022,28-02-2022,0
CARGO VAN,2292,MI,PU,WESTLAND,PUEBLA,28-02-2022,03-03-2022,0
TRACTOR,568,KY,KY,BOWLING GREEN,BOWLING GREEN,28-02-2022,01-03-2022,0
STRAIGHT TRUCK,1637,MI,TX,ROSEVILLE,LAREDO,28-02-2022,02-03-2022,0
SPRINTER,2082,VZ,MI,RIO BLANCO,DETROIT,28-02-2022,04-03-2022,0
CARGO VAN,1117,TN,TX,SPRINGFIELD,LAREDO,28-02-2022,02-03-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,28-02-2022,02-03-2022,0
SPRINTER,1133,TN,TX,PORTLAND,LAREDO,28-02-2022,02-03-2022,0
TRACTOR,1634,TX,MI,LAREDO,FLINT,28-02-2022,01-03-2022,0
STRAIGHT TRUCK,459,OH,TN,ROSSFORD,SPRINGFIELD,28-02-2022,28-02-2022,0
SPRINTER,1306,TX,SC,LAREDO,DUNCAN,27-02-2022,01-03-2022,0
TRACTOR,2011,TX,MI,LAREDO,WARREN,27-02-2022,04-03-2022,0
SPRINTER,2246,JA,MI,TLAJOMULCO DE ZUÑIGA,WAYNE,27-02-2022,03-03-2022,0
TRACTOR,1804,CU,MI,RAMOS ARIZPE,REDFORD,27-02-2022,04-03-2022,0
STRAIGHT TRUCK,1542,OH,TX,MCCONNELSVILLE,LAREDO,26-02-2022,28-02-2022,0
CUBE VAN,2341,EM,MI,LERMA DE VILLADA CENTRO,STERLING HEIGHTS,26-02-2022,02-03-2022,0
STRAIGHT TRUCK,2061,GJ,OH,IRAPUATO,LIMA,26-02-2022,02-03-2022,0
STRAIGHT TRUCK,2184,QA,MI,BENITO JUÁREZ,LIVONIA,26-02-2022,03-03-2022,0
TRACTOR,1811,SL,IN,SAN LUIS POTOSÍ,GREENSBURG,26-02-2022,02-03-2022,0
CARGO VAN,1722,TX,MI,PHARR,DETROIT,26-02-2022,01-03-2022,0
TRACTOR,1349,KY,TX,FLORENCE,LAREDO,26-02-2022,28-02-2022,0
TRACTOR,1562,OH,TX,TOLEDO,LAREDO,26-02-2022,28-02-2022,0
STRAIGHT TRUCK,1735,TX,MI,BROWNSVILLE,DETROIT,26-02-2022,01-03-2022,0
CUBE VAN,703,TX,TX,EL PASO,LAREDO,26-02-2022,01-03-2022,0
STRAIGHT TRUCK,1235,KY,TX,RUSSELL SPRINGS,LAREDO,26-02-2022,28-02-2022,0
TRACTOR,2179,QA,MI,QUERÉTARO,WAYNE,26-02-2022,04-03-2022,0
TRACTOR,1493,CU,SC,CENTRO,GRAY COURT,25-02-2022,28-02-2022,0
CUBE VAN,2082,SL,MI,SAN LUIS POTOSÍ,WAYNE,25-02-2022,03-03-2022,0
TRACTOR,1622,QA,MO,SANTA ROSA JÁUREGUI,EARTH CITY,25-02-2022,04-03-2022,0
STRAIGHT TRUCK,1526,TX,MI,LAREDO,BATTLE CREEK,25-02-2022,28-02-2022,0
SPRINTER,187,CU,TX,RAMOS ARIZPE,LAREDO,25-02-2022,26-02-2022,0
TRACTOR,1493,CU,SC,CENTRO,GRAY COURT,25-02-2022,01-03-2022,0
CUBE VAN,2098,SL,MI,SAN LUIS POTOSÍ,AUBURN HILLS,25-02-2022,03-03-2022,0
CUBE VAN,1638,QA,AL,CENTRO URBANO NUEVO SAN JUAN,AUBURN,25-02-2022,02-03-2022,0
TRACTOR,1601,MI,TX,FOWLERVILLE,LAREDO,25-02-2022,27-02-2022,0
CARGO VAN,1603,TX,MI,EAGLE PASS,DETROIT,25-02-2022,28-02-2022,0
STRAIGHT TRUCK,1170,IN,TX,EVANSVILLE,LAREDO,25-02-2022,28-02-2022,0
SPRINTER,1173,CU,AL,SALTILLO,VANCE,25-02-2022,01-03-2022,0
TRACTOR,1264,TN,TX,CLINTON,LAREDO,25-02-2022,27-02-2022,0
TRACTOR,1118,TX,TN,LAREDO,SPRINGFIELD,25-02-2022,27-02-2022,0
STRAIGHT TRUCK,1065,TX,GA,LAREDO,WEST POINT,25-02-2022,01-03-2022,0
SPRINTER,1643,MI,TX,HOLLY,LAREDO,25-02-2022,27-02-2022,0
CARGO VAN,1170,IL,TX,FLORA,LAREDO,25-02-2022,28-02-2022,0
STRAIGHT TRUCK,1708,TN,GJ,MURFREESBORO,CELAYA,25-02-2022,01-03-2022,0
STRAIGHT TRUCK,1605,OH,TX,AVON,LAREDO,25-02-2022,27-02-2022,0
CARGO VAN,2181,MI,GJ,WARREN,SILAO,25-02-2022,01-03-2022,0
TRACTOR,2212,MI,QA,STERLING HEIGHTS,SANTA ROSA,25-02-2022,02-03-2022,0
SPRINTER,1294,KY,TX,HARRODSBURG,LAREDO,25-02-2022,28-02-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,25-02-2022,01-03-2022,0
CARGO VAN,1672,MI,TX,IMLAY CITY,LAREDO,25-02-2022,28-02-2022,0
STRAIGHT TRUCK,1604,MI,TX,TAYLOR,LAREDO,25-02-2022,27-02-2022,0
CARGO VAN,1475,MI,TX,DOWAGIAC,LAREDO,25-02-2022,27-02-2022,0
SPRINTER,1057,MO,TX,SAINT LOUIS,LAREDO,25-02-2022,28-02-2022,0
CUBE VAN,1122,GA,TX,FAIRBURN,LAREDO,25-02-2022,27-02-2022,0
SPRINTER,1692,MI,TX,MARLETTE,LAREDO,25-02-2022,28-02-2022,0
CUBE VAN,1721,AG,GA,EL ZAPATO,AILEY,25-02-2022,03-03-2022,0
STRAIGHT TRUCK,2176,NC,DG,NEW BERN,NUEVO IDEAL,25-02-2022,03-03-2022,0
SPRINTER,189,KY,IL,LEBANON,LAWRENCEVILLE,25-02-2022,25-02-2022,0
CARGO VAN,281,IL,KY,PARK FOREST,LOUISVILLE,25-02-2022,25-02-2022,0
SPRINTER,112,TN,TN,PULASKI,PORTLAND,25-02-2022,25-02-2022,0
SPRINTER,388,AZ,TX,NOGALES,EL PASO,25-02-2022,25-02-2022,0
TRACTOR,502,TX,AG,LAREDO,SAN FRANCISCO,24-02-2022,25-02-2022,0
CARGO VAN,187,CU,TX,RAMOS ARIZPE,LAREDO,24-02-2022,25-02-2022,0
TRACTOR,595,MI,TN,HOLLY,TELFORD,24-02-2022,25-02-2022,0
SPRINTER,177,KY,IN,BOWLING GREEN,NORTH VERNON,24-02-2022,24-02-2022,0
TRACTOR,483,TX,AG,LAREDO,CAMPESTRE SAN CARLOS,23-02-2022,25-02-2022,0
TRACTOR,1357,TX,IN,EAGLE PASS,LAFAYETTE,23-02-2022,25-02-2022,0
CARGO VAN,282,IL,MI,ELMHURST,DUNDEE,23-02-2022,23-02-2022,0
CARGO VAN,802,TX,MS,LAREDO,MADISON,23-02-2022,24-02-2022,0
TRACTOR,772,TX,PU,LAREDO,CUAUTLANCINGO,23-02-2022,25-02-2022,0
STRAIGHT TRUCK,1576,TX,MI,LAREDO,LANSING,23-02-2022,25-02-2022,0
SPRINTER,1638,MI,TX,FENTON,LAREDO,23-02-2022,25-02-2022,0
TRACTOR,1354,TX,KY,LAREDO,HEBRON,23-02-2022,25-02-2022,0
CARGO VAN,1366,IL,TX,LINCOLNWOOD,LAREDO,23-02-2022,25-02-2022,0
STRAIGHT TRUCK,1122,TN,TX,LEWISBURG,LAREDO,23-02-2022,25-02-2022,0
SPRINTER,1692,MI,TX,MARLETTE,LAREDO,23-02-2022,25-02-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,23-02-2022,25-02-2022,0
STRAIGHT TRUCK,1644,MI,TX,STERLING HEIGHTS,LAREDO,23-02-2022,25-02-2022,0
CARGO VAN,460,TX,SL,LAREDO,SAN LUIS POTOSÍ,23-02-2022,24-02-2022,0
TRACTOR,1100,KY,TX,HOPKINSVILLE,LAREDO,23-02-2022,24-02-2022,0
TRACTOR,1658,MI,TX,BRIGHTON,BROWNSVILLE,23-02-2022,24-02-2022,0
CARGO VAN,1128,TN,TX,PORTLAND,LAREDO,23-02-2022,25-02-2022,0
TRACTOR,1445,IN,TX,ROANOKE,LAREDO,23-02-2022,25-02-2022,0
CUBE VAN,1294,KY,TX,HARRODSBURG,LAREDO,23-02-2022,25-02-2022,0
TRACTOR,483,TX,AG,LAREDO,CAMPESTRE SAN CARLOS,22-02-2022,24-02-2022,0
STRAIGHT TRUCK,1606,TX,MI,LAREDO,PLYMOUTH,22-02-2022,24-02-2022,0
CARGO VAN,1603,TX,MI,EAGLE PASS,DETROIT,22-02-2022,25-02-2022,0
TRACTOR,1264,TN,TX,CLINTON,LAREDO,22-02-2022,23-02-2022,0
CARGO VAN,2280,MI,TL,ROMULUS,LA CIÉNEGA,22-02-2022,25-02-2022,0
TRACTOR,1302,IN,TX,SALEM,LAREDO,22-02-2022,23-02-2022,0
CUBE VAN,1535,DG,AL,DURANGO,AUBURN,22-02-2022,24-02-2022,0
STRAIGHT TRUCK,631,TX,JA,LAREDO,EL SALTO,22-02-2022,23-02-2022,0
SPRINTER,428,OH,TN,FINDLAY,OLD HICKORY,22-02-2022,23-02-2022,0
SPRINTER,2131,MA,TX,EASTHAMPTON,LAREDO,22-02-2022,25-02-2022,0
TRACTOR,1354,TX,KY,LAREDO,HEBRON,22-02-2022,25-02-2022,0
TRACTOR,1636,TX,OH,LAREDO,SALEM,22-02-2022,25-02-2022,0
SPRINTER,187,CU,TX,RAMOS ARIZPE,LAREDO,22-02-2022,22-02-2022,0
TRACTOR,1687,MI,TX,MARLETTE,LAREDO,22-02-2022,24-02-2022,0
TRACTOR,483,TX,AG,LAREDO,CAMPESTRE SAN CARLOS,22-02-2022,23-02-2022,0
CARGO VAN,866,TX,PU,NEW BRAUNFELS,SAN LORENZO ALMECATLA,22-02-2022,25-02-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,22-02-2022,24-02-2022,0
STRAIGHT TRUCK,1496,OH,TX,DELAWARE,LAREDO,22-02-2022,24-02-2022,0
SPRINTER,1397,IL,TX,SPRING GROVE,LAREDO,22-02-2022,24-02-2022,0
SPRINTER,1639,MI,TX,MOUNT CLEMENS,LAREDO,22-02-2022,24-02-2022,0
TRACTOR,504,TN,MI,COOKEVILLE,MANCHESTER,22-02-2022,23-02-2022,0
STRAIGHT TRUCK,1169,TX,IL,LAREDO,FLORA,22-02-2022,24-02-2022,0
CUBE VAN,1646,OH,TX,LAGRANGE,LAREDO,22-02-2022,24-02-2022,0
CARGO VAN,802,TX,MS,LAREDO,MADISON,21-02-2022,22-02-2022,0
CARGO VAN,1092,TX,TN,LAREDO,SPRING HILL,21-02-2022,23-02-2022,0
CUBE VAN,390,KY,GA,BOWLING GREEN,LAVONIA,21-02-2022,22-02-2022,0
CARGO VAN,1994,SL,MI,SAN LUIS POTOSÍ,KENTWOOD,21-02-2022,24-02-2022,0
SPRINTER,935,MS,TX,HOLLY SPRINGS,LAREDO,21-02-2022,22-02-2022,0
TRACTOR,145,TX,NX,LAREDO,DEL VALLE,21-02-2022,24-02-2022,0
STRAIGHT TRUCK,1626,TX,MI,LAREDO,SOUTHFIELD,21-02-2022,23-02-2022,0
TRACTOR,1811,SL,IN,SAN LUIS POTOSÍ,GREENSBURG,21-02-2022,25-02-2022,0
STRAIGHT TRUCK,1604,MI,TX,WYANDOTTE,LAREDO,21-02-2022,23-02-2022,0
TRACTOR,1296,KY,TX,FRANKFORT,LAREDO,21-02-2022,22-02-2022,0
TRACTOR,568,KY,KY,BOWLING GREEN,BOWLING GREEN,21-02-2022,22-02-2022,0
STRAIGHT TRUCK,1643,TX,MI,LAREDO,AUBURN HILLS,21-02-2022,24-02-2022,0
SPRINTER,1745,AZ,KY,NOGALES,LOUISVILLE,21-02-2022,23-02-2022,0
TRACTOR,1542,OH,TX,BOWLING GREEN,LAREDO,21-02-2022,22-02-2022,0
SPRINTER,1806,CU,MI,RAMOS ARIZPE,NOVI,21-02-2022,24-02-2022,0
CARGO VAN,2291,OH,TL,CLEVELAND,LA CIÉNEGA,21-02-2022,24-02-2022,0
CARGO VAN,1160,CU,AL,ARTEAGA,COTTONDALE,21-02-2022,25-02-2022,0
SPRINTER,1768,NX,MI,GUADALUPE,DETROIT,21-02-2022,24-02-2022,0
STRAIGHT TRUCK,1622,MI,TX,DETROIT,LAREDO,21-02-2022,23-02-2022,0
SPRINTER,1626,MI,TX,WARREN,LAREDO,21-02-2022,23-02-2022,0
SPRINTER,1464,IN,TX,BREMEN,LAREDO,21-02-2022,23-02-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,21-02-2022,23-02-2022,0
CARGO VAN,1541,OH,TX,MCCONNELSVILLE,LAREDO,21-02-2022,22-02-2022,0
TRACTOR,1264,TN,TX,CLINTON,LAREDO,20-02-2022,22-02-2022,0
SPRINTER,1619,TX,MI,LAREDO,MOUNT PLEASANT,20-02-2022,22-02-2022,0
CARGO VAN,275,IL,MI,PARK FOREST,DETROIT,20-02-2022,22-02-2022,0
TRACTOR,1543,MI,TX,GRAND RAPIDS,LAREDO,20-02-2022,21-02-2022,0
TRACTOR,2011,TX,MI,LAREDO,WARREN,20-02-2022,23-02-2022,0
TRACTOR,1191,TN,TX,LIVINGSTON,LAREDO,20-02-2022,21-02-2022,0
TRACTOR,1912,PU,IL,HUEJOTZINGO,NORMAL,19-02-2022,23-02-2022,0
SPRINTER,1637,CU,IN,SALTILLO,ROANOKE,19-02-2022,23-02-2022,0
STRAIGHT TRUCK,1526,TX,MI,LAREDO,BATTLE CREEK,19-02-2022,21-02-2022,0
SPRINTER,555,GJ,TX,SAN MIGUEL DE ALLENDE,LAREDO,19-02-2022,21-02-2022,0
CUBE VAN,1353,TX,KY,LAREDO,DRY RIDGE,19-02-2022,21-02-2022,0
SPRINTER,691,TX,TX,EL PASO,LAREDO,19-02-2022,20-02-2022,0
STRAIGHT TRUCK,1086,TX,IL,LAREDO,EDWARDSVILLE,19-02-2022,21-02-2022,0
STRAIGHT TRUCK,504,TX,AG,LAREDO,AGUASCALIENTES,19-02-2022,21-02-2022,0
TRACTOR,1453,OH,TX,SIDNEY,LAREDO,19-02-2022,21-02-2022,0
STRAIGHT TRUCK,815,TX,MS,LAREDO,CANTON,19-02-2022,22-02-2022,0
TRACTOR,1640,MI,TX,AUBURN HILLS,LAREDO,19-02-2022,21-02-2022,0
STRAIGHT TRUCK,1086,TX,IL,LAREDO,EDWARDSVILLE,18-02-2022,21-02-2022,0
TRACTOR,1093,TN,TX,SPRING HILL,LAREDO,18-02-2022,20-02-2022,0
TRACTOR,483,TX,AG,LAREDO,CAMPESTRE SAN CARLOS,18-02-2022,19-02-2022,0
STRAIGHT TRUCK,1081,TX,GA,LAREDO,LAGRANGE,18-02-2022,21-02-2022,0
STRAIGHT TRUCK,2061,GJ,OH,IRAPUATO,LIMA,18-02-2022,21-02-2022,0
CARGO VAN,1604,TX,MI,LAREDO,ALLEN PARK,18-02-2022,22-02-2022,0
CARGO VAN,521,MO,KY,CLAYCOMO,LOUISVILLE,18-02-2022,19-02-2022,0
STRAIGHT TRUCK,1598,OH,TX,AKRON,LAREDO,18-02-2022,21-02-2022,0
SPRINTER,629,NV,CA,LAS VEGAS,SANTA ROSA,18-02-2022,22-02-2022,0
TRACTOR,1249,IA,TX,CEDAR FALLS,LAREDO,18-02-2022,21-02-2022,0
STRAIGHT TRUCK,1294,KY,TX,HARRODSBURG,LAREDO,18-02-2022,20-02-2022,0
CUBE VAN,1065,TX,GA,LAREDO,WEST POINT,18-02-2022,22-02-2022,0
TRACTOR,1804,CU,MI,RAMOS ARIZPE,REDFORD,18-02-2022,23-02-2022,0
SPRINTER,1601,OH,TX,PARMA,LAREDO,18-02-2022,20-02-2022,0
CARGO VAN,1687,TX,MI,PHARR,DETROIT,18-02-2022,21-02-2022,0
CUBE VAN,2026,IN,JA,RICHMOND,EL SALTO,18-02-2022,21-02-2022,0
TRACTOR,1264,TN,TX,CLINTON,LAREDO,18-02-2022,20-02-2022,0
CARGO VAN,1475,MI,TX,DOWAGIAC,LAREDO,18-02-2022,20-02-2022,0
TRACTOR,1171,TN,TX,COOKEVILLE,LAREDO,18-02-2022,21-02-2022,0
TRACTOR,1460,TN,TN,CLINTON,CLINTON,18-02-2022,22-02-2022,0
TRACTOR,1430,VA,TX,ATKINS,LAREDO,18-02-2022,21-02-2022,0
CARGO VAN,1666,MI,TX,IMLAY CITY,LAREDO,18-02-2022,21-02-2022,0
CARGO VAN,1114,TN,TX,LA VERGNE,LAREDO,18-02-2022,19-02-2022,0
STRAIGHT TRUCK,2310,MI,EM,ROMULUS,CUMBRE NORTE,18-02-2022,24-02-2022,0
CUBE VAN,2032,MR,KY,CUAUTLA,LOUISVILLE,18-02-2022,23-02-2022,0
SPRINTER,1612,MI,TX,LIVONIA,LAREDO,18-02-2022,21-02-2022,0
SPRINTER,1798,MI,NX,PONTIAC,SAN NICOLAS DE LOS GARZAS,18-02-2022,25-02-2022,0
SPRINTER,1811,AG,IL,SAN FRANCISCO DE LOS ROMO,MOKENA,18-02-2022,22-02-2022,0
TRACTOR,1354,TX,KY,LAREDO,HEBRON,18-02-2022,21-02-2022,0
STRAIGHT TRUCK,1235,KY,TX,RUSSELL SPRINGS,LAREDO,18-02-2022,21-02-2022,0
TRACTOR,2069,SL,MI,SAN LUIS POTOSÍ,BELLEVILLE,17-02-2022,21-02-2022,0
TRACTOR,1153,KY,TX,BOWLING GREEN,LAREDO,17-02-2022,18-02-2022,0
CUBE VAN,460,TX,SL,LAREDO,SAN LUIS POTOSÍ,16-02-2022,17-02-2022,0
TRACTOR,580,MO,OH,WENTZVILLE,CLEVELAND,16-02-2022,18-02-2022,0
TRACTOR,578,TX,GJ,LAREDO,DE LA CALZADA DE GUADALUPE,16-02-2022,18-02-2022,0
TRACTOR,765,TX,PU,LAREDO,SAN MIGUEL TIANGUIZOLCO,16-02-2022,17-02-2022,0
CARGO VAN,365,KY,MI,LOUISVILLE,DEARBORN,16-02-2022,17-02-2022,0
SPRINTER,1440,SC,TX,LADSON,LAREDO,16-02-2022,18-02-2022,0
TRACTOR,482,TX,SL,LAREDO,VILLA DE REYES,16-02-2022,17-02-2022,0
SPRINTER,1268,SC,TX,ANDERSON,LAREDO,16-02-2022,18-02-2022,0
SPRINTER,461,TN,IL,GALLATIN,JOLIET,16-02-2022,17-02-2022,0
STRAIGHT TRUCK,1455,IN,TX,COLUMBIA CITY,LAREDO,16-02-2022,18-02-2022,0
CARGO VAN,1465,CA,TX,ONTARIO,LAREDO,16-02-2022,18-02-2022,0
CARGO VAN,1357,IL,TX,ELGIN,LAREDO,16-02-2022,18-02-2022,0
SPRINTER,615,MI,NC,WARREN,NEWTON,16-02-2022,17-02-2022,0
STRAIGHT TRUCK,1624,MI,TX,WIXOM,LAREDO,16-02-2022,18-02-2022,0
SPRINTER,1758,TX,ON,LAREDO,WOODSTOCK,16-02-2022,18-02-2022,0
TRACTOR,1354,IL,TX,ITASCA,LAREDO,16-02-2022,17-02-2022,0
CARGO VAN,1672,MI,TX,IMLAY CITY,LAREDO,16-02-2022,18-02-2022,0
SPRINTER,1294,KY,TX,HARRODSBURG,LAREDO,16-02-2022,18-02-2022,0
STRAIGHT TRUCK,1244,KY,TX,BARDSTOWN,LAREDO,16-02-2022,18-02-2022,0
TRACTOR,693,TX,EM,LAREDO,TOLUCA,15-02-2022,17-02-2022,0
TRACTOR,1804,CU,MI,RAMOS ARIZPE,REDFORD,15-02-2022,18-02-2022,0
CARGO VAN,524,OH,MS,FAIRFIELD,BLUE SPRINGS,15-02-2022,16-02-2022,0
SPRINTER,1448,TX,OH,LAREDO,LONDON,15-02-2022,17-02-2022,0
STRAIGHT TRUCK,1606,TX,MI,LAREDO,PLYMOUTH,15-02-2022,17-02-2022,0
